OrderID,CustomerID,OrderDate,ShipDate,DeliveryStatus,City,Amount,Category
ORD00297,CUST4144,2024-04-30,2024-05-10,Delivered,Chennai,4593.43,Grocery
ORD00298,CUST1325,2024-04-04,2024-04-09,Delivered,Chennai,580.02,Fashion
ORD00299,CUST9605,2024-04-16,2024-04-17,Delivered,Hyderabad,1345.35,Fashion
ORD00300,CUST9399,2024-05-01,2024-05-05,Delivered,Mumbai,528.34,Electronics
ORD00301,CUST2854,2024-04-21,2024-04-29,Delivered,Bengaluru,2798.73,Grocery
ORD00302,CUST8417,2024-04-05,2024-04-13,Delivered,Hyderabad,4187.69,Electronics
ORD00303,CUST2586,2024-04-30,2024-05-06,Delivered,Mumbai,2648.55,Electronics
ORD00304,CUST9105,2024-04-16,2024-04-20,Delivered,Chennai,4173.68,Fashion
ORD00305,CUST7118,2024-04-13,2024-04-20,Delayed,Bengaluru,4637.1,Electronics
ORD00306,CUST8467,2024-04-25,2024-05-01,Delivered,Chennai,4583.7,Fashion
ORD00307,CUST4774,2024-04-07,2024-04-10,Delivered,Bengaluru,2967.25,Electronics
ORD00308,CUST9485,2024-04-08,2024-04-10,Delivered,Bengaluru,3470.32,Grocery
ORD00309,CUST1308,2024-04-27,2024-05-05,Delivered,Bengaluru,2137.4,Grocery
ORD00310,CUST6671,2024-04-24,2024-04-30,Cancelled,Chennai,3938.72,Electronics
ORD00311,CUST5000,2024-04-10,2024-04-17,Delivered,Mumbai,925.37,Electronics
ORD00312,CUST9623,2024-04-21,2024-04-27,Delivered,Chennai,872.35,Fashion
ORD00313,CUST1535,2024-04-22,2024-04-23,Delayed,Hyderabad,4380.66,Electronics
ORD00314,CUST3850,2024-04-12,2024-04-15,Delivered,Chennai,2532.99,Grocery
ORD00315,CUST6566,2024-04-30,2024-05-10,Cancelled,Hyderabad,4497.63,Electronics
ORD00316,CUST7609,2024-04-11,2024-04-12,Delivered,Mumbai,1061.56,Grocery
ORD00317,CUST1585,2024-04-26,2024-04-28,Delivered,Chennai,1092.96,Fashion
ORD00318,CUST4340,2024-04-06,2024-04-09,Delivered,Hyderabad,4091.81,Grocery
ORD00319,CUST8523,2024-05-01,2024-05-10,Delivered,Delhi,1204.42,Grocery
ORD00320,CUST7727,2024-04-19,2024-04-28,Delivered,Chennai,3648.83,Fashion
ORD00321,CUST3716,2024-04-17,2024-04-21,Delivered,Mumbai,517.76,Fashion
ORD00322,CUST4725,2024-05-01,2024-05-03,Delivered,Bengaluru,3380.52,Grocery
ORD00323,CUST2819,2024-04-23,2024-04-28,Delivered,Bengaluru,2248.76,Grocery
ORD00324,CUST4801,2024-04-25,2024-05-03,Delivered,Chennai,2780.25,Grocery
ORD00325,CUST6161,2024-04-14,2024-04-23,Delivered,Mumbai,2128.39,Fashion
ORD00326,CUST5889,2024-04-29,2024-05-06,Delayed,Bengaluru,4707.68,Grocery
ORD00327,CUST5441,2024-04-20,2024-04-27,Delivered,Delhi,4931.41,Fashion
ORD00328,CUST2728,2024-04-15,2024-04-25,Delivered,Chennai,855.24,Grocery
ORD00329,CUST7694,2024-04-29,2024-05-01,Delivered,Hyderabad,4371.85,Grocery
ORD00330,CUST4133,2024-04-02,2024-04-11,Delivered,Bengaluru,2438.51,Electronics
ORD00331,CUST6438,2024-04-10,2024-04-13,Delayed,Mumbai,2798.43,Fashion
ORD00332,CUST2008,2024-04-19,2024-04-24,Delivered,Bengaluru,2675.99,Fashion
ORD00333,CUST1779,2024-04-25,2024-04-29,Delivered,Mumbai,1206.37,Electronics
ORD00334,CUST3059,2024-04-07,2024-04-13,Delivered,Chennai,2568.37,Fashion
ORD00335,CUST3085,2024-04-27,2024-05-07,Delivered,Mumbai,2246.38,Grocery
ORD00336,CUST3114,2024-04-23,2024-04-30,Delayed,Chennai,4152.0,Fashion
ORD00337,CUST4657,2024-04-15,2024-04-25,Delivered,Chennai,865.95,Fashion
ORD00338,CUST2734,2024-04-21,2024-04-30,Delivered,Bengaluru,4697.97,Electronics
ORD00339,CUST6774,2024-04-22,2024-04-30,Delayed,Delhi,1364.69,Fashion
ORD00340,CUST3269,2024-04-14,2024-04-22,Delivered,Mumbai,3047.14,Fashion
ORD00341,CUST8511,2024-04-11,2024-04-19,Delivered,Bengaluru,2905.38,Electronics
ORD00342,CUST9312,2024-04-26,2024-04-30,Delivered,Chennai,2194.04,Grocery
ORD00343,CUST3794,2024-04-19,2024-04-29,Delivered,Bengaluru,4690.04,Electronics
ORD00344,CUST9069,2024-04-16,2024-04-23,Delivered,Hyderabad,763.5,Electronics
ORD00345,CUST9593,2024-04-17,2024-04-25,Delivered,Chennai,2416.36,Electronics
ORD00346,CUST4127,2024-04-04,2024-04-09,Cancelled,Mumbai,738.24,Grocery
ORD00347,CUST1822,2024-04-18,2024-04-22,Cancelled,Mumbai,3273.82,Fashion
ORD00348,CUST4396,2024-04-01,2024-04-09,Delivered,Mumbai,4590.59,Electronics
ORD00349,CUST4757,2024-04-28,2024-05-01,Delayed,Bengaluru,3637.05,Grocery
ORD00350,CUST1043,2024-04-22,2024-04-26,Delayed,Chennai,1059.54,Fashion
ORD00351,CUST7997,2024-04-27,2024-05-02,Delayed,Chennai,1644.63,Electronics
ORD00352,CUST9411,2024-04-08,2024-04-14,Delivered,Bengaluru,2363.5,Electronics
ORD00353,CUST1381,2024-05-01,2024-05-07,Delivered,Chennai,2474.69,Grocery
ORD00354,CUST4531,2024-04-19,2024-04-21,Delivered,Mumbai,4651.21,Grocery
ORD00355,CUST8214,2024-05-01,2024-05-11,Delivered,Hyderabad,2972.43,Grocery
ORD00356,CUST9814,2024-04-12,2024-04-18,Delayed,Chennai,3750.77,Fashion
ORD00357,CUST7026,2024-04-16,2024-04-22,Delivered,Mumbai,3179.68,Fashion
ORD00358,CUST6935,2024-04-13,2024-04-16,Delayed,Chennai,3225.43,Fashion
ORD00359,CUST6836,2024-04-08,2024-04-17,Delayed,Hyderabad,4869.54,Grocery
ORD00360,CUST3196,2024-04-13,2024-04-22,Delivered,Delhi,693.0,Fashion
ORD00361,CUST5181,2024-04-11,2024-04-18,Cancelled,Mumbai,2596.88,Grocery
ORD00362,CUST9279,2024-04-29,2024-05-03,Cancelled,Delhi,1875.45,Electronics
ORD00363,CUST3180,2024-04-24,2024-04-25,Delivered,Mumbai,4746.02,Electronics
ORD00364,CUST5345,2024-04-15,2024-04-21,Delayed,Delhi,790.67,Grocery
ORD00365,CUST9445,2024-04-08,2024-04-09,Delivered,Bengaluru,615.77,Electronics
ORD00366,CUST1738,2024-04-08,2024-04-12,Cancelled,Mumbai,2368.84,Electronics
ORD00367,CUST2279,2024-04-20,2024-04-29,Delivered,Mumbai,708.15,Grocery
ORD00368,CUST6564,2024-04-28,2024-05-07,Delivered,Bengaluru,1780.71,Electronics
ORD00369,CUST6952,2024-04-13,2024-04-18,Delayed,Chennai,1324.18,Fashion
ORD00370,CUST1492,2024-04-05,2024-04-11,Delivered,Delhi,1243.07,Electronics
ORD00371,CUST5228,2024-04-05,2024-04-15,Cancelled,Mumbai,4170.87,Fashion
ORD00372,CUST2438,2024-04-03,2024-04-06,Delivered,Delhi,4263.34,Fashion
ORD00373,CUST4199,2024-04-20,2024-04-25,Cancelled,Delhi,1923.09,Electronics
ORD00374,CUST3008,2024-04-21,2024-04-29,Delivered,Bengaluru,950.08,Electronics
ORD00375,CUST5056,2024-04-23,2024-04-25,Delivered,Bengaluru,817.56,Electronics
ORD00376,CUST1974,2024-05-01,2024-05-04,Delayed,Hyderabad,2147.84,Fashion
ORD00377,CUST9221,2024-05-01,2024-05-09,Delayed,Hyderabad,3801.36,Electronics
ORD00378,CUST2928,2024-04-02,2024-04-12,Delayed,Delhi,2622.25,Electronics
ORD00379,CUST4067,2024-04-30,2024-05-10,Delivered,Delhi,1153.92,Electronics
ORD00380,CUST1922,2024-04-15,2024-04-18,Cancelled,Bengaluru,1084.65,Electronics
ORD00381,CUST9122,2024-04-25,2024-05-01,Delivered,Mumbai,1945.28,Electronics
ORD00382,CUST6757,2024-04-05,2024-04-09,Delivered,Bengaluru,1651.34,Grocery
ORD00383,CUST2597,2024-04-19,2024-04-26,Cancelled,Mumbai,4263.94,Fashion
ORD00384,CUST6048,2024-04-12,2024-04-22,Delayed,Bengaluru,2201.58,Fashion
ORD00385,CUST7988,2024-04-28,2024-05-04,Delivered,Delhi,3370.23,Grocery
ORD00386,CUST9538,2024-04-12,2024-04-21,Delivered,Hyderabad,2412.33,Grocery
ORD00387,CUST1251,2024-04-29,2024-05-02,Delivered,Delhi,2446.68,Grocery
ORD00388,CUST7813,2024-04-28,2024-05-08,Delivered,Mumbai,1513.87,Fashion
ORD00389,CUST9969,2024-04-14,2024-04-21,Delivered,Bengaluru,3472.19,Fashion
ORD00390,CUST2585,2024-04-05,2024-04-15,Delivered,Delhi,4603.73,Fashion
ORD00391,CUST2082,2024-04-30,2024-05-08,Delivered,Mumbai,2202.81,Electronics
ORD00392,CUST4192,2024-04-06,2024-04-08,Delivered,Delhi,4703.36,Fashion
ORD00393,CUST6592,2024-04-22,2024-04-28,Delivered,Chennai,2234.97,Fashion
ORD00394,CUST2307,2024-04-04,2024-04-13,Delivered,Bengaluru,2638.1,Grocery
ORD00395,CUST2178,2024-04-22,2024-04-28,Delivered,Hyderabad,4689.92,Electronics
ORD00396,CUST7246,2024-04-07,2024-04-13,Delivered,Chennai,4721.79,Grocery
ORD00397,CUST3570,2024-04-02,2024-04-03,Delayed,Mumbai,4268.03,Grocery
ORD00398,CUST5401,2024-04-25,2024-04-27,Delivered,Mumbai,2337.64,Electronics
ORD00399,CUST4637,2024-04-23,2024-04-25,Delivered,Chennai,4619.92,Electronics
ORD00400,CUST5926,2024-05-01,2024-05-09,Delivered,Hyderabad,1527.76,Grocery
ORD00401,CUST7382,2024-04-11,2024-04-20,Delivered,Chennai,4240.74,Grocery
ORD00402,CUST7862,2024-04-17,2024-04-20,Delivered,Hyderabad,4881.99,Grocery
ORD00403,CUST7450,2024-04-21,2024-04-28,Delivered,Hyderabad,3801.23,Grocery
ORD00404,CUST6972,2024-04-08,2024-04-10,Cancelled,Mumbai,566.55,Fashion
ORD00405,CUST5336,2024-04-01,2024-04-06,Delivered,Mumbai,1900.77,Grocery
ORD00406,CUST6932,2024-04-23,2024-04-24,Delayed,Chennai,3893.34,Fashion
ORD00407,CUST3657,2024-04-26,2024-04-28,Delayed,Mumbai,4945.88,Fashion
ORD00408,CUST3006,2024-04-21,2024-04-23,Delivered,Bengaluru,4171.04,Fashion
ORD00409,CUST7109,2024-04-07,2024-04-10,Delivered,Chennai,4316.18,Fashion
ORD00410,CUST8446,2024-04-15,2024-04-21,Delivered,Hyderabad,4206.02,Fashion
ORD00411,CUST7567,2024-04-28,2024-05-03,Delivered,Mumbai,3339.42,Grocery
ORD00412,CUST3719,2024-04-14,2024-04-16,Delivered,Delhi,2122.97,Electronics
ORD00413,CUST5819,2024-04-26,2024-05-06,Delivered,Delhi,3272.56,Electronics
ORD00414,CUST7681,2024-04-03,2024-04-06,Delivered,Bengaluru,1153.3,Grocery
ORD00415,CUST7765,2024-04-22,2024-05-01,Delivered,Mumbai,2448.77,Fashion
ORD00416,CUST4269,2024-04-13,2024-04-16,Delivered,Hyderabad,3700.32,Grocery
ORD00417,CUST1637,2024-04-24,2024-04-30,Delivered,Delhi,2738.02,Electronics
ORD00418,CUST6061,2024-04-13,2024-04-23,Delayed,Mumbai,2284.53,Grocery
ORD00419,CUST7554,2024-04-29,2024-05-01,Cancelled,Delhi,3524.3,Electronics
ORD00420,CUST7587,2024-04-29,2024-05-08,Delivered,Chennai,1872.16,Electronics
ORD00421,CUST1018,2024-04-18,2024-04-26,Delayed,Bengaluru,3797.82,Electronics
ORD00422,CUST2931,2024-04-25,2024-05-01,Delayed,Chennai,977.04,Grocery
ORD00423,CUST6053,2024-04-05,2024-04-11,Delayed,Chennai,4145.23,Electronics
ORD00424,CUST3979,2024-04-25,2024-05-02,Delivered,Delhi,2440.17,Grocery
ORD00425,CUST4683,2024-04-01,2024-04-02,Delivered,Hyderabad,1261.36,Electronics
ORD00426,CUST1193,2024-04-27,2024-05-04,Delivered,Mumbai,1389.25,Fashion
ORD00427,CUST1153,2024-04-30,2024-05-08,Delivered,Mumbai,526.02,Grocery
ORD00428,CUST2164,2024-04-19,2024-04-24,Delivered,Chennai,1296.18,Grocery
ORD00429,CUST1150,2024-04-20,2024-04-26,Delivered,Delhi,2237.29,Grocery
ORD00430,CUST1205,2024-04-28,2024-05-08,Cancelled,Chennai,1116.5,Grocery
ORD00431,CUST7736,2024-04-10,2024-04-12,Delivered,Hyderabad,4213.56,Grocery
ORD00432,CUST9106,2024-04-08,2024-04-15,Delivered,Chennai,1620.1,Electronics
ORD00433,CUST9411,2024-04-26,2024-04-29,Delivered,Bengaluru,2615.7,Fashion
ORD00434,CUST9688,2024-04-15,2024-04-24,Delivered,Hyderabad,4926.22,Grocery
ORD00435,CUST3284,2024-04-17,2024-04-20,Delivered,Delhi,4718.9,Grocery
ORD00436,CUST2801,2024-04-13,2024-04-17,Delivered,Mumbai,2153.9,Fashion
ORD00437,CUST6154,2024-04-10,2024-04-19,Delivered,Mumbai,3870.47,Grocery
ORD00438,CUST5252,2024-04-22,2024-05-02,Delayed,Bengaluru,4400.02,Grocery
ORD00439,CUST7865,2024-04-13,2024-04-20,Delayed,Bengaluru,2814.65,Fashion
ORD00440,CUST9547,2024-04-19,2024-04-23,Delivered,Hyderabad,529.0,Fashion
ORD00441,CUST5241,2024-04-20,2024-04-21,Delayed,Chennai,1314.48,Grocery
ORD00442,CUST5373,2024-04-15,2024-04-18,Delayed,Delhi,3356.81,Electronics
ORD00443,CUST7957,2024-04-21,2024-05-01,Delivered,Bengaluru,4512.94,Electronics
ORD00444,CUST5445,2024-04-05,2024-04-15,Delivered,Bengaluru,3065.16,Grocery
ORD00445,CUST3361,2024-04-29,2024-05-05,Cancelled,Bengaluru,4168.98,Grocery
ORD00446,CUST8097,2024-04-11,2024-04-20,Cancelled,Chennai,2198.72,Grocery
ORD00447,CUST2793,2024-04-01,2024-04-06,Delivered,Mumbai,1317.59,Grocery
ORD00448,CUST2728,2024-04-09,2024-04-17,Delivered,Chennai,3012.13,Fashion
ORD00449,CUST6692,2024-04-20,2024-04-29,Delayed,Hyderabad,2251.02,Fashion
ORD00450,CUST5346,2024-04-07,2024-04-13,Delivered,Bengaluru,804.86,Fashion
ORD00451,CUST9574,2024-04-23,2024-04-26,Cancelled,Mumbai,2489.17,Grocery
ORD00452,CUST8397,2024-04-27,2024-05-05,Delayed,Bengaluru,3717.81,Fashion
ORD00453,CUST7633,2024-04-28,2024-04-30,Cancelled,Delhi,3843.18,Electronics
ORD00454,CUST4147,2024-04-24,2024-04-26,Cancelled,Hyderabad,4450.77,Electronics
ORD00455,CUST5182,2024-04-03,2024-04-05,Delivered,Hyderabad,3422.04,Grocery
ORD00456,CUST1473,2024-04-20,2024-04-29,Delivered,Bengaluru,3000.62,Fashion
ORD00457,CUST5257,2024-04-26,2024-05-03,Delivered,Bengaluru,1077.74,Grocery
ORD00458,CUST3649,2024-04-08,2024-04-17,Delivered,Delhi,1128.08,Fashion
ORD00459,CUST2361,2024-04-22,2024-04-28,Delivered,Delhi,1007.22,Fashion
ORD00460,CUST7766,2024-04-16,2024-04-19,Delivered,Chennai,2038.29,Fashion
ORD00461,CUST2492,2024-04-07,2024-04-13,Delivered,Chennai,4726.12,Grocery
ORD00462,CUST7371,2024-04-25,2024-05-03,Delivered,Delhi,2017.23,Electronics
ORD00463,CUST9602,2024-04-01,2024-04-05,Delivered,Chennai,829.97,Fashion
ORD00464,CUST2776,2024-04-22,2024-04-24,Delivered,Hyderabad,3672.1,Electronics
ORD00465,CUST8777,2024-04-26,2024-04-28,Delivered,Chennai,4603.38,Grocery
ORD00466,CUST7852,2024-04-11,2024-04-21,Delivered,Mumbai,1410.8,Electronics
ORD00467,CUST6099,2024-04-07,2024-04-10,Delivered,Chennai,1291.72,Electronics
ORD00468,CUST5033,2024-04-24,2024-05-04,Delayed,Bengaluru,1253.21,Fashion
ORD00469,CUST7159,2024-04-09,2024-04-17,Delivered,Hyderabad,3598.54,Grocery
ORD00470,CUST7675,2024-04-16,2024-04-17,Cancelled,Hyderabad,1003.63,Fashion
ORD00471,CUST2985,2024-04-07,2024-04-14,Cancelled,Delhi,788.15,Fashion
ORD00472,CUST8819,2024-04-14,2024-04-21,Delayed,Delhi,4890.36,Electronics
ORD00473,CUST2519,2024-04-08,2024-04-13,Cancelled,Hyderabad,4803.45,Electronics
ORD00474,CUST3644,2024-04-16,2024-04-20,Delayed,Hyderabad,4603.64,Electronics
ORD00475,CUST3148,2024-04-20,2024-04-26,Cancelled,Chennai,2631.69,Grocery
ORD00476,CUST3983,2024-04-02,2024-04-07,Delivered,Hyderabad,4894.81,Fashion
ORD00477,CUST3971,2024-04-18,2024-04-21,Delivered,Delhi,4957.5,Electronics
ORD00478,CUST3752,2024-04-04,2024-04-11,Delivered,Bengaluru,1554.16,Grocery
ORD00479,CUST6058,2024-04-16,2024-04-25,Delayed,Chennai,1550.84,Fashion
ORD00480,CUST2171,2024-04-23,2024-04-24,Delayed,Chennai,1611.59,Fashion
ORD00481,CUST3216,2024-04-25,2024-04-29,Delayed,Bengaluru,2805.1,Fashion
ORD00482,CUST7653,2024-04-07,2024-04-15,Delivered,Bengaluru,2865.7,Fashion
ORD00483,CUST9068,2024-04-08,2024-04-14,Cancelled,Mumbai,4175.72,Electronics
ORD00484,CUST2454,2024-04-30,2024-05-08,Delayed,Mumbai,627.83,Fashion
ORD00485,CUST7515,2024-04-02,2024-04-12,Delivered,Mumbai,3225.9,Electronics
ORD00486,CUST7189,2024-04-20,2024-04-29,Delivered,Bengaluru,3342.37,Electronics
ORD00487,CUST8136,2024-04-12,2024-04-20,Cancelled,Delhi,2177.82,Grocery
ORD00488,CUST9208,2024-04-02,2024-04-06,Delivered,Bengaluru,2759.51,Grocery
ORD00489,CUST5008,2024-04-21,2024-04-25,Delivered,Delhi,4166.66,Grocery
ORD00490,CUST9902,2024-04-15,2024-04-23,Delivered,Mumbai,4288.38,Grocery
ORD00491,CUST3428,2024-04-21,2024-05-01,Delivered,Hyderabad,4970.41,Fashion
ORD00492,CUST1612,2024-04-18,2024-04-19,Delivered,Hyderabad,4720.13,Grocery
ORD00493,CUST6421,2024-04-08,2024-04-14,Delivered,Hyderabad,4578.37,Fashion
ORD00494,CUST2981,2024-05-01,2024-05-04,Delayed,Hyderabad,4998.58,Grocery
ORD00495,CUST8145,2024-04-27,2024-05-05,Cancelled,Hyderabad,1618.71,Fashion
ORD00496,CUST5375,2024-04-21,2024-04-22,Delivered,Mumbai,2897.58,Fashion
ORD00497,CUST4001,2024-04-26,2024-05-01,Delivered,Mumbai,1465.97,Fashion
ORD00498,CUST6840,2024-04-27,2024-05-03,Delivered,Delhi,3832.75,Fashion
ORD00499,CUST1803,2024-04-02,2024-04-07,Delivered,Delhi,1268.66,Fashion
ORD00500,CUST2948,2024-04-11,2024-04-14,Delayed,Chennai,3436.33,Fashion
ORD00501,CUST1307,2024-04-27,2024-05-06,Delivered,Mumbai,3940.79,Grocery
ORD00502,CUST1004,2024-04-13,2024-04-16,Delayed,Bengaluru,2980.39,Grocery
ORD00503,CUST7888,2024-04-15,2024-04-22,Delivered,Delhi,2049.3,Grocery
ORD00504,CUST2497,2024-04-08,2024-04-10,Delivered,Hyderabad,2643.87,Grocery
ORD00505,CUST1041,2024-04-19,2024-04-27,Delivered,Delhi,514.02,Grocery
ORD00506,CUST8932,2024-04-11,2024-04-20,Delayed,Hyderabad,2693.4,Grocery
ORD00507,CUST7763,2024-04-06,2024-04-07,Delivered,Hyderabad,4936.08,Grocery
ORD00508,CUST4270,2024-04-19,2024-04-22,Delivered,Bengaluru,2205.62,Fashion
ORD00509,CUST9794,2024-04-02,2024-04-07,Delivered,Delhi,3509.16,Grocery
ORD00510,CUST9966,2024-04-30,2024-05-01,Delivered,Mumbai,4030.76,Electronics
ORD00511,CUST9049,2024-04-22,2024-05-01,Delayed,Mumbai,4050.79,Fashion
ORD00512,CUST4409,2024-04-16,2024-04-21,Delivered,Delhi,3567.76,Grocery
ORD00513,CUST7314,2024-04-15,2024-04-17,Delivered,Delhi,777.23,Fashion
ORD00514,CUST2973,2024-04-11,2024-04-15,Delivered,Mumbai,3681.69,Electronics
ORD00515,CUST9163,2024-04-08,2024-04-14,Delivered,Hyderabad,1341.16,Electronics
ORD00516,CUST1216,2024-04-19,2024-04-28,Cancelled,Hyderabad,3961.19,Fashion
ORD00517,CUST6847,2024-04-08,2024-04-12,Delivered,Delhi,3492.7,Fashion
ORD00518,CUST1352,2024-04-08,2024-04-18,Delivered,Delhi,1106.84,Fashion
ORD00519,CUST4584,2024-04-18,2024-04-27,Delayed,Hyderabad,3546.67,Electronics
ORD00520,CUST2704,2024-04-28,2024-05-08,Delivered,Delhi,4247.26,Electronics
ORD00521,CUST7945,2024-04-20,2024-04-21,Delayed,Chennai,4828.87,Grocery
ORD00522,CUST3386,2024-04-13,2024-04-18,Delivered,Mumbai,3234.8,Grocery
ORD00523,CUST6277,2024-04-21,2024-05-01,Delayed,Chennai,2066.62,Electronics
ORD00524,CUST6780,2024-04-13,2024-04-19,Delivered,Mumbai,2297.46,Grocery
ORD00525,CUST7590,2024-04-08,2024-04-09,Cancelled,Mumbai,1790.1,Grocery
ORD00526,CUST2359,2024-04-03,2024-04-09,Delivered,Delhi,4717.74,Electronics
ORD00527,CUST5417,2024-04-15,2024-04-22,Delivered,Bengaluru,4306.91,Grocery
ORD00528,CUST3175,2024-04-26,2024-05-03,Cancelled,Chennai,2317.59,Fashion
ORD00529,CUST5620,2024-04-11,2024-04-21,Delivered,Hyderabad,2624.32,Electronics
ORD00530,CUST1056,2024-04-30,2024-05-10,Delivered,Delhi,4288.35,Fashion
ORD00531,CUST3541,2024-04-10,2024-04-16,Delivered,Mumbai,2013.73,Grocery
ORD00532,CUST6045,2024-04-07,2024-04-13,Delivered,Hyderabad,2126.28,Grocery
ORD00533,CUST5366,2024-04-09,2024-04-19,Delivered,Hyderabad,4993.29,Fashion
ORD00534,CUST7314,2024-04-23,2024-04-28,Delivered,Hyderabad,2207.43,Electronics
ORD00535,CUST9434,2024-04-05,2024-04-11,Delivered,Mumbai,912.52,Fashion
ORD00536,CUST8465,2024-04-27,2024-04-29,Delivered,Hyderabad,3039.33,Fashion
ORD00537,CUST6402,2024-04-11,2024-04-19,Delivered,Bengaluru,3356.08,Grocery
ORD00538,CUST1408,2024-04-17,2024-04-24,Delivered,Bengaluru,3715.32,Grocery
ORD00539,CUST3778,2024-04-25,2024-04-27,Delivered,Hyderabad,1834.66,Grocery
ORD00540,CUST8567,2024-04-12,2024-04-17,Delivered,Delhi,2636.52,Fashion
ORD00541,CUST2424,2024-04-29,2024-05-04,Delivered,Mumbai,2764.76,Electronics
ORD00542,CUST6635,2024-04-04,2024-04-11,Delivered,Bengaluru,2817.19,Grocery
ORD00543,CUST5790,2024-04-28,2024-05-07,Delivered,Delhi,824.92,Electronics
ORD00544,CUST3698,2024-04-18,2024-04-24,Delivered,Hyderabad,2250.22,Electronics
ORD00545,CUST8769,2024-04-14,2024-04-20,Delivered,Mumbai,3914.91,Fashion
ORD00546,CUST5840,2024-04-14,2024-04-24,Delayed,Delhi,4560.74,Grocery
ORD00547,CUST6116,2024-04-04,2024-04-12,Delivered,Bengaluru,4239.72,Grocery
ORD00548,CUST2014,2024-04-07,2024-04-15,Delivered,Mumbai,3331.56,Electronics
ORD00549,CUST3701,2024-04-21,2024-05-01,Delayed,Chennai,1210.16,Fashion
ORD00550,CUST1432,2024-04-04,2024-04-13,Delivered,Mumbai,3960.13,Grocery
ORD00551,CUST1986,2024-04-15,2024-04-19,Delivered,Hyderabad,1705.15,Grocery
ORD00552,CUST5471,2024-04-16,2024-04-24,Delivered,Delhi,3191.04,Fashion
ORD00553,CUST4631,2024-04-20,2024-04-22,Delivered,Chennai,2751.94,Grocery
ORD00554,CUST1891,2024-04-04,2024-04-06,Delivered,Delhi,4241.95,Grocery
ORD00555,CUST9829,2024-04-25,2024-04-26,Delayed,Mumbai,2330.45,Grocery
ORD00556,CUST3757,2024-04-13,2024-04-22,Delivered,Delhi,2328.4,Grocery
ORD00557,CUST7704,2024-04-11,2024-04-17,Delivered,Hyderabad,4263.62,Electronics
ORD00558,CUST1769,2024-04-15,2024-04-22,Delivered,Bengaluru,1099.86,Fashion
ORD00559,CUST4476,2024-04-02,2024-04-11,Delivered,Bengaluru,2508.92,Fashion
ORD00560,CUST9740,2024-04-23,2024-04-30,Delayed,Bengaluru,1019.21,Grocery
ORD00561,CUST4741,2024-04-01,2024-04-05,Delivered,Mumbai,2217.65,Fashion
ORD00562,CUST3624,2024-04-12,2024-04-15,Delivered,Hyderabad,3817.31,Fashion
ORD00563,CUST4547,2024-04-28,2024-05-06,Delayed,Chennai,2434.51,Electronics
ORD00564,CUST9295,2024-04-06,2024-04-16,Delivered,Mumbai,4610.76,Grocery
ORD00565,CUST1344,2024-04-22,2024-04-25,Delivered,Hyderabad,1509.31,Grocery
ORD00566,CUST4768,2024-04-20,2024-04-27,Delivered,Bengaluru,4193.24,Electronics
ORD00567,CUST4340,2024-04-29,2024-05-05,Delivered,Bengaluru,3091.93,Electronics
ORD00568,CUST8962,2024-04-27,2024-05-02,Delivered,Hyderabad,2277.48,Electronics
ORD00569,CUST6560,2024-04-20,2024-04-29,Delivered,Chennai,1253.12,Electronics
ORD00570,CUST4860,2024-04-16,2024-04-21,Delivered,Bengaluru,4226.5,Grocery
ORD00571,CUST3475,2024-04-22,2024-05-02,Cancelled,Hyderabad,3987.8,Fashion
ORD00572,CUST9362,2024-05-01,2024-05-04,Delayed,Bengaluru,1635.56,Grocery
ORD00573,CUST2153,2024-04-24,2024-05-03,Delivered,Bengaluru,1987.63,Grocery
ORD00574,CUST9247,2024-04-08,2024-04-09,Delivered,Chennai,1505.97,Fashion
ORD00575,CUST9064,2024-04-21,2024-04-26,Delivered,Chennai,554.99,Grocery
ORD00576,CUST8754,2024-04-08,2024-04-10,Delivered,Hyderabad,3025.71,Grocery
ORD00577,CUST3142,2024-04-06,2024-04-15,Cancelled,Mumbai,2124.15,Fashion
ORD00578,CUST4647,2024-04-10,2024-04-11,Delivered,Delhi,584.17,Grocery
ORD00579,CUST8171,2024-04-19,2024-04-21,Delivered,Delhi,3935.71,Electronics
ORD00580,CUST7253,2024-04-07,2024-04-10,Delivered,Bengaluru,2292.65,Fashion
ORD00581,CUST7410,2024-04-04,2024-04-09,Delivered,Mumbai,2677.86,Fashion
ORD00582,CUST9025,2024-04-01,2024-04-05,Delivered,Hyderabad,4869.6,Electronics
ORD00583,CUST9693,2024-04-29,2024-05-09,Delivered,Bengaluru,1738.62,Grocery
ORD00584,CUST7695,2024-04-27,2024-05-02,Delivered,Bengaluru,2934.21,Electronics
ORD00585,CUST7239,2024-04-12,2024-04-16,Delivered,Mumbai,3993.34,Fashion
ORD00586,CUST3905,2024-04-08,2024-04-18,Delivered,Hyderabad,810.34,Electronics
ORD00587,CUST5450,2024-04-26,2024-05-02,Delivered,Mumbai,1047.07,Electronics
ORD00588,CUST9633,2024-04-01,2024-04-06,Delivered,Chennai,812.45,Grocery
ORD00589,CUST4290,2024-04-03,2024-04-11,Delivered,Chennai,2415.77,Grocery
ORD00590,CUST9560,2024-04-09,2024-04-17,Delivered,Hyderabad,1962.11,Grocery
ORD00591,CUST3315,2024-04-26,2024-04-30,Delayed,Bengaluru,3784.14,Electronics
ORD00592,CUST3053,2024-04-13,2024-04-21,Delivered,Mumbai,1112.4,Grocery
